text,Description
xbox class,entertainment
ecs amount,other
ajio items,shopping
pro sub,entertainment
HOTSTAR rental,entertainment
auto amount,other
flight snacks,travel
metro fare,travel
adidas basket,shopping
lenskart jean,shopping
transfer debit,other
metro trip,travel
starbucks parcel,food
dmart basket,shopping
processing charge,other
dominos thali,food
amazon ORDER,shopping
bookmysho movie,entertainment
fee unknown,other
mcdonalds rice,food
hold HOLD,other
SPOTIFY SHOW,entertainment
renewa charge,other
sony pass,entertainment
plus sub,entertainment
irctc ride,travel
indigo trip,travel
primevideo even,entertainment
ajio set,shopping
behrouz brea,food
ADIDAS purchase,shopping
train snacks,food
flight SNACKS,travel
revv PASS,travel
pro sub,entertainment
prime SUB,entertainment
gaana movie,entertainment
bus seat,travel
spicejet ticket,travel
vistara fare,travel
plus sub,entertainment
dmar basket,shopping
hold PROCESSING,other
psplus show,entertainment
train meal,food
zara purchase,shopping
audibl ticket,entertainment
spicejet transfer,travel
FEE payment,other
gaana ENTRY,entertainment
faasos roll,food
INDIGO journe,travel
bookmyshow game,entertainment
airindia transfer,travel
txn adjustment,other
AUTO fee,other
subway coffee,food
renewal processing,other
lyft journe,travel
train snacks,travel
ola seat,travel
meesho shirt,shopping
GROCERY basket,shopping
steam EVENT,entertainment
dmart basket,shopping
revv trip,travel
FEE credit,other
train commut,travel
mandat renewa,other
airindia shuttle,travel
subwa roll,food
nike bag,shopping
nykaa gear,shopping
BUS trip,travel
UBEREATS dinne,food
ola seat,travel
ubereats roll,food
train snacks,travel
PUMA gear,shopping
transfer auto,other
PROCESSING hold,other
tacobell meal,food
xbox class,entertainment
subway rice,food
PUMA shir,shopping
ZOMATO shake,food
irctc trip,travel
ZOMATO bread,food
spicejet BOOKING,travel
behrou parce,food
plus sub,entertainment
PRIM SUB,entertainment
ECS amount,other
bookmyshow movie,entertainment
tacobell buffet,food
amazon cart,shopping
hotstar stream,entertainment
fee UNKNOWN,other
youtube MUSIC,entertainment
hm jacket,shopping
sony clas,entertainment
amazo basket,shopping
lenskart cart,shopping
MYNTR shir,shopping
zoomca ride,travel
ECS CHARGE,other
txn balance,other
xbox class,entertainment
adjustment charge,other
revv FARE,travel
meesho WATCH,shopping
TACOBELL burger,food
credit charge,other
metro trip,travel
starbuck snacks,food
bookmyshow subscription,entertainment
txn hold,other
FAASOS lunch,food
INSTAMART lunch,food
txn CREDIT,other
hold amount,other
pro sub,entertainment
flipkart CART,shopping
mcdonalds pizza,food
kfc wrap,food
balance payment,other
bus fare,travel
plus sub,entertainment
payment charge,other
adida jacket,shopping
mandate mandat,other
mandate fee,other
plus sub,entertainment
renewal renewa,other
youtube EVENT,entertainment
zoomcar pass,travel
lyft COMMUTE,travel
puma purchas,shopping
txn amount,other
sony class,entertainment
CREDIT auto,other
starbucks BIRYANI,food
youtube game,entertainment
vistara journey,travel
PRO sub,entertainment
airindi trip,travel
dmart basket,shopping
spiceje seat,travel
PRIME sub,entertainment
PRIMEVIDEO movie,entertainment
AUDIBLE SUBSCRIPTION,entertainment
airport rice,food
swiggy milk,food
uber SEAT,travel
airindi TRIP,travel
auto misc,other
youtube game,entertainment
train snack,travel
xbox concert,entertainment
adjustment credit,other
stea pass,entertainment
flight SNACKS,travel
audibl entry,entertainment
zara shoes,shopping
grocery basket,shopping
spicejet shuttle,travel
steam music,entertainment
zara purchase,shopping
grocery baske,shopping
flight snack,travel
decathlon jeans,shopping
train snacks,food
metro ticke,travel
hold payment,other
DMART baske,shopping
nike bag,shopping
mandate mandate,other
plus sub,entertainment
fligh snacks,travel
audible rental,entertainment
renewal amount,other
ADJUSTMENT BALANCE,other
instamart dinner,food
txn debit,other
zoomcar transfer,travel
train meal,food
CHARGE charge,other
train SNACKS,food
AMOUNT service,other
renewal renewal,other
train snacks,food
xbox pass,entertainment
adjustmen charge,other
kfc buffet,food
rapido ride,travel
grocer basket,shopping
txn ecs,other
ajio gear,shopping
hotstar subscription,entertainment
spotify musi,entertainment
ecs servic,other
grocery basket,shopping
instamar shake,food
primevideo game,entertainment
bookmyshow TICKET,entertainment
spicejet shuttl,travel
zoomcar pass,travel
uber fare,travel
airport meal,food
kfc shake,food
train snacks,travel
behrouz milk,food
BOOKMYSHOW even,entertainment
mandate adjustment,other
plus sub,entertainment
SPOTIFY game,entertainment
train SNACK,food
amazon shirt,shopping
FAASO parcel,food
revv ride,travel
starbucks roll,food
adidas shoes,shopping
xbox entry,entertainment
txn credit,other
eatfi buffet,food
indigo seat,travel
crom gear,shopping
lyft transfe,travel
ZOOMCAR toll,travel
bus booking,travel
payment payment,other
irctc shuttl,travel
flipkart basket,shopping
AIRPORT meal,food
ajio jeans,shopping
bigbaske thali,food
UBER transfer,travel
nike shirt,shopping
uber trip,travel
ola ticket,travel
lenskart jeans,shopping
rapido bookin,travel
uber booking,travel
meesho jacke,shopping
rapido shuttle,travel
trai snacks,travel
payment mandate,other
pro SUB,entertainment
faasos biryani,food
zee5 stream,entertainment
mandate transfer,other
spotify entry,entertainment
puma jeans,shopping
zoomcar pass,travel
BIGBASKET buffet,food
bookmyshow subscriptio,entertainment
zomato burger,food
kfc bread,food
dmart BASKET,shopping
amount entry,other
GAAN concert,entertainment
gaana rental,entertainment
netflix RENTAL,entertainment
plus sub,entertainment
airport SHAKE,food
TXN MANDATE,other
RAPIDO shuttle,travel
train snacks,food
faasos lunch,food
balance balance,other
blinkit lunch,food
unknown renewal,other
ola fare,travel
revv fare,travel
blinki MEAL,food
zee5 stream,entertainment
audible class,entertainment
youtube entry,entertainment
youtube ticket,entertainment
adjustment amount,other
rapido trip,travel
puma purchas,shopping
amazon ITEMS,shopping
flight snacks,travel
train meal,food
ecs charge,other
starbucks pizza,food
BIGBASKET rice,food
train meal,food
spicejet journey,travel
amount amount,other
SONY concert,entertainment
lyft trip,travel
processing auto,other
fee unknown,other
airport rice,food
transfer mandate,other
renewal charge,other
unknown CREDIT,other
gaana SHOW,entertainment
psplu class,entertainment
PAYMENT transfer,other
indig transfer,travel
auto charge,other
uber COMMUT,travel
myntr gear,shopping
psplus renta,entertainment
amazon bag,shopping
transfer mandate,other
BALANCE PAYMENT,other
crom gear,shopping
misc misc,other
entry DEBIT,other
faasos biryan,food
metr JOURNEY,travel
mandate renewal,other
INSTAMAR parce,food
pro sub,entertainment
grocery basket,shopping
croma baske,shopping
bookmyshow class,entertainment
ola commute,travel
irctc seat,travel
INDIGO ride,travel
entry hold,other
airport trip,travel
youtube game,entertainment
bookmyshow subscription,entertainment
renewal RENEWAL,other
sony pass,entertainment
adjustment processing,other
transfer hold,other
misc renewa,other
irct fare,travel
service fee,other
irctc trip,travel
train snack,food
mcdonalds PARCEL,food
gaana show,entertainment
spicejet pass,travel
spicejet seat,travel
bookmyshow subscription,entertainment
txn unknown,other
nike JACKET,shopping
prim sub,entertainment
tacobell parcel,food
HM watch,shopping
subwa lunch,food
vistara booking,travel
croma shirt,shopping
decathlon shirt,shopping
train snacks,food
AIRINDIA ride,travel
myntr jeans,shopping
service FEE,other
unknown charge,other
steam show,entertainment
zepto biryani,food
adjustment amount,other
kfc combo,food
plus sub,entertainment
haldirams coffee,food
starbucks shake,food
subwa burger,food
nykaa purchase,shopping
mcdonalds biryani,food
AIRPORT meal,food
AIRINDIA fare,travel
dmar basket,shopping
PROCESSING misc,other
charge processing,other
audible game,entertainment
prime sub,entertainment
instamart PIZZA,food
PROCESSING processing,other
TACOBEL DINNER,food
zepto biryani,food
airport meal,food
adjustment misc,other
CHARGE misc,other
steam event,entertainment
DECATHLON purchase,shopping
transfer balance,other
amount RENEWAL,other
sony class,entertainment
kfc thali,food
dmart basket,shopping
misc misc,other
AUDIBLE show,entertainment
auto fee,other
zepto combo,food
train transfer,travel
ENTRY payment,other
xbox SUBSCRIPTIO,entertainment
bookmyshow class,entertainment
flight snacks,travel
stea rental,entertainment
trai SNACKS,travel
meesho purchase,shopping
faasos lunch,food
adjustmen unknown,other
dmar basket,shopping
prime sub,entertainment
sony ENTRY,entertainment
bikanervala thali,food
airpor SNACKS,food
plus sub,entertainment
airport shuttle,travel
sony show,entertainment
hm basket,shopping
pro sub,entertainment
TRAIN snacks,food
MISC txn,other
unknown hold,other
bookmyshow class,entertainment
grocer baske,shopping
blinkit pizza,food
airpor snacks,food
CROMA GEAR,shopping
hotstar ticket,entertainment
zara JACKET,shopping
CREDIT charge,other
zomato roll,food
zoomcar commute,travel
ikea jacket,shopping
puma bag,shopping
unknown CHARGE,other
blinkit BIRYANI,food
eatfi meal,food
grocery basket,shopping
meesh order,shopping
ola ride,travel
servic hold,other
airindia parking,travel
adjustmen mandate,other
train snacks,travel
decathlon set,shopping
prime SUB,entertainment
lyft toll,travel
flight snack,travel
pro SUB,entertainment
ikea gear,shopping
ola fare,travel
AIRPORT booking,travel
lyft parkin,travel
airport meal,food
behrou MILK,food
txn payment,other
SWIGGY buffe,food
audible ticket,entertainment
indigo trip,travel
revv bookin,travel
spotify music,entertainment
nykaa set,shopping
flight snacks,travel
service entry,other
gaana concer,entertainment
adidas cart,shopping
ENTRY processing,other
mandate ADJUSTMENT,other
prime sub,entertainment
unknown amount,other
GAANA GAME,entertainment
ola booking,travel
mandate transfer,other
ola fare,travel
misc txn,other
zepto dinner,food
HM JACKET,shopping
train snacks,travel
instamart wrap,food
puma cart,shopping
prim sub,entertainment
airindia parking,travel
BEHROUZ biryani,food
renewa debit,other
zee5 concert,entertainment
steam strea,entertainment
amount adjustment,other
ADIDA set,shopping
audible entry,entertainment
ubereats lunch,food
eatfit lunch,food
spicejet trip,travel
train snack,travel
train toll,travel
SPICEJE booking,travel
train meal,food
BUS pass,travel
box8 combo,food
ubereats parcel,food
spotif movie,entertainment
zomato brea,food
faasos thali,food
mcdonalds rice,food
credit adjustment,other
zepto burger,food
kfc pizza,food
pro sub,entertainment
grocery BASKET,shopping
train MEAL,food
domino meal,food
rapido shuttl,travel
faasos bread,food
hm basket,shopping
audible game,entertainment
youtube entry,entertainment
airport shake,food
airport meal,food
netflix entry,entertainment
metro commute,travel
amoun misc,other
airpor snacks,food
mandate processing,other
debit txn,other
HALDIRAMS shake,food
charge credit,other
misc CHARGE,other
rapido JOURNEY,travel
plus sub,entertainment
myntra gear,shopping
lenskart items,shopping
behrouz rice,food
vistara ticket,travel
bookmyshow concert,entertainment
dominos combo,food
train snack,travel
bookmyshow pass,entertainment
zomato coffee,food
mcdonalds thali,food
crom bag,shopping
bookmyshow pass,entertainment
ecs balance,other
spicejet COMMUT,travel
PRIMEVIDEO entr,entertainment
lenskart bag,shopping
ubereats rice,food
plus SUB,entertainment
faasos roll,food
netflix pass,entertainment
REVV FARE,travel
ola booking,travel
netflix show,entertainment
vistara parking,travel
grocer BASKET,shopping
fee TXN,other
plus sub,entertainment
mcdonalds shake,food
gaana class,entertainment
ola fare,travel
renewal processin,other
amazon items,shopping
SPICEJET ticket,travel
zomat milk,food
primevide ticket,entertainment
charge misc,other
prime sub,entertainment
txn payment,other
lyft booking,travel
processing charge,other
ecs entry,other
airport meal,food
transfer fee,other
train snacks,travel
FLIPKART jeans,shopping
plus sub,entertainment
train snacks,travel
renewal mandate,other
EATFIT pizza,food
box8 buffet,food
indigo seat,travel
fee hold,other
YOUTUBE strea,entertainment
LYFT PARKING,travel
flight snacks,travel
FAASOS dinner,food
audibl pass,entertainment
ADIDAS order,shopping
airindia trip,travel
instamar shake,food
bus trip,travel
bigbasket biryani,food
ikea watch,shopping
flight snacks,travel
service payment,other
payment MANDATE,other
unknown service,other
zee5 game,entertainment
amazon purchase,shopping
grocery basket,shopping
flipkar shoes,shopping
hold txn,other
behrouz milk,food
dmart BASKET,shopping
eatfit roll,food
bookmyshow pass,entertainment
dmart basket,shopping
misc amount,other
kfc shak,food
airport coffee,food
zepto dinner,food
flight snacks,travel
vistara transfe,travel
auto hold,other
plus sub,entertainment
