text,category
pvr bill for office use,entertainment
playstation store transaction during weekend,entertainment
spotify transaction late night,entertainment
prime video order while travelling,entertainment
apple music subscription monthly,entertainment
inox subscription one time,entertainment
prime video expense family use,entertainment
playstation store bill personal use,entertainment
prime video purchase urgent,entertainment
bookmyshow expense routine,entertainment
inox payment for office use,entertainment
netflix subscription during weekend,entertainment
netflix payment late night,entertainment
apple music order while travelling,entertainment
bookmyshow monthly charge monthly,entertainment
apple music order one time,entertainment
playstation store bill family use,entertainment
playstation store bill personal use,entertainment
pvr bill urgent,entertainment
netflix booking routine,entertainment
netflix order for office use,entertainment
apple music booking during weekend,entertainment
netflix purchase late night,entertainment
prime video order while travelling,entertainment
pvr payment monthly,entertainment
prime video expense one time,entertainment
inox payment family use,entertainment
steam monthly charge personal use,entertainment
hotstar transaction urgent,entertainment
netflix recharge routine,entertainment
apple music subscription for office use,entertainment
hotstar order during weekend,entertainment
hotstar booking late night,entertainment
spotify recharge while travelling,entertainment
apple music booking monthly,entertainment
prime video expense one time,entertainment
netflix recharge family use,entertainment
hotstar payment personal use,entertainment
netflix bill urgent,entertainment
spotify payment routine,entertainment
hotstar monthly charge for office use,entertainment
hotstar recharge during weekend,entertainment
inox order late night,entertainment
bookmyshow transaction while travelling,entertainment
steam subscription monthly,entertainment
spotify bill one time,entertainment
bookmyshow payment family use,entertainment
pvr bill personal use,entertainment
prime video monthly charge urgent,entertainment
bookmyshow recharge routine,entertainment
apple music subscription for office use,entertainment
inox bill during weekend,entertainment
bookmyshow payment late night,entertainment
inox expense while travelling,entertainment
steam booking monthly,entertainment
pvr monthly charge one time,entertainment
bookmyshow subscription family use,entertainment
spotify monthly charge personal use,entertainment
pvr purchase urgent,entertainment
bookmyshow recharge routine,entertainment
inox expense for office use,entertainment
playstation store recharge during weekend,entertainment
pvr expense late night,entertainment
spotify monthly charge while travelling,entertainment
playstation store booking monthly,entertainment
bookmyshow expense one time,entertainment
spotify subscription family use,entertainment
playstation store recharge personal use,entertainment
hotstar recharge urgent,entertainment
steam booking routine,entertainment
inox recharge for office use,entertainment
bookmyshow expense during weekend,entertainment
